"V_GENE"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"
"IGKV4-86"	2.46201508767156	11.1300945018828	3.23908782514944	0.00392489362865412	0.482761916324457	-3.37261981879842
"IGLV3"	-1.21437383065143	14.8732031153216	-2.50287864724095	0.0206367527719101	0.592034044125238	-3.60224000811627
"IGKV9-120"	1.99903674359998	12.6013440187514	2.30833230006634	0.0312366337440748	0.592034044125238	-3.89006638518271
"IGKV17-121"	-0.988657279377266	12.1197707574392	-2.31696569474319	0.0306755862978418	0.592034044125238	-3.91053042235195
"IGKV6-15"	0.90426195806087	12.4756718895126	2.22692658872433	0.0370094243646121	0.592034044125238	-3.95381197889552
"IGKV4-51"	1.28507690753344	9.11757955170949	2.3379684109617	0.0293492239895976	0.592034044125238	-3.99954340515711
"IGKV4-61"	1.61762014971598	9.85169903551839	2.17317362714553	0.0413387436218607	0.592034044125238	-4.07541751201316
"IGKV4-74"	1.00704329328906	10.4135307664648	2.09833018471047	0.048132849115873	0.592034044125238	-4.11426898898932
"IGKV4-69"	1.15955443951425	7.30343111731287	2.09922523164455	0.0480459741207045	0.592034044125238	-4.11843456116975
"IGKV3-7"	-1.4686629298209	3.28793803834456	-2.11337836203863	0.0466908955727185	0.592034044125238	-4.18417940737269
"IGKV14-126"	1.24478811867131	10.3299646598263	1.93224526511487	0.0669123914509305	0.633727071592844	-4.21083600983938
"IGKV5-43"	1.39174846202905	12.5613916087279	1.83280539639987	0.081029235360692	0.633727071592844	-4.21739963139532
"IGKV4-63"	0.943540647826529	11.1829864118353	1.87077304718537	0.0753583981350503	0.633727071592844	-4.22402117698088
"IGKV3-5"	-1.1602349283814	12.8382798398453	-1.7994338232173	0.0863167648311506	0.633727071592844	-4.22732423898932
"IGKV5-48"	1.15394563538154	9.84674480105996	1.90118386496711	0.0710698082563742	0.633727071592844	-4.23374622311007
"IGKV3-12"	-0.922928540317717	4.7210159499083	-1.83292823066065	0.0810103052476801	0.633727071592844	-4.2827536509422
"IGKV14-130"	1.01158944969961	9.43175079481875	1.79167382247832	0.0875882944477914	0.633727071592844	-4.29451954643737
"IGKV8-30"	0.798218240464038	12.0292426449651	1.67294673746223	0.109150314413914	0.74586048182841	-4.32014279953144
"IGKV14-111"	0.893081088422017	12.4989408560915	1.58523305162406	0.127836954888235	0.786197272562643	-4.36356562405039
"IGKV1-133"	-1.59408763855251	9.92367970895164	-1.591307735262	0.126461742246194	0.786197272562643	-4.38574261941902
"IGKV1-135"	-0.584012120069966	14.597021253665	-1.48181500973474	0.153219722170207	0.829626253447817	-4.40919291404419
"IGKV4-70"	1.24764584547207	9.91140515954273	1.53182384656569	0.140472112791679	0.822765232065549	-4.41674068222139
"IGKV10-94"	-0.50090185631977	11.0585294110848	-1.47460444174192	0.155133364465852	0.829626253447817	-4.43732152242199
"IGKV3-3"	-0.885967643157249	9.75375535472598	-1.39921330828776	0.176326577473545	0.86752676116984	-4.47821678615687
"IGKV8-16"	-1.82947855520223	0.458490690195828	-1.42361594940826	0.169226273431345	0.867284651335644	-4.48267153804996
"IGKV13-84"	-1.08194575994379	1.05283223570819	-1.22443949782139	0.234326763505616	0.898825774322806	-4.55178011264059
"IGKV3-1"	0.800561440233109	12.5214031053692	1.21091879064102	0.239360100089476	0.898825774322806	-4.5613709625648
"IGKV4-72"	0.568971356931154	7.90894980014906	1.1944058156907	0.245617761370286	0.898825774322806	-4.56272173375033
"IGKV4-79"	0.763636318582762	10.1662503487198	1.16947045944445	0.255299085703244	0.898825774322806	-4.57254354265276
"IGHV1S65"	-0.736389855834101	-1.83142055135952	-1.15814921548376	0.259787450046152	0.898825774322806	-4.57319956914285
"IGKV4-81"	0.67048841864947	8.72940594611593	1.15046968897408	0.262865223464536	0.898825774322806	-4.57894558023967
"IGHV3-3"	-0.738716962066398	-1.83142055135952	-1.12066226569167	0.275066987523781	0.898825774322806	-4.58495979314458
"IGKV12-46"	0.483970853296182	7.6980688763374	1.10846664960182	0.28017716344599	0.898825774322806	-4.59547160776094
"IGKV8-19"	-0.394140850042351	12.9347942327675	-1.1270317152913	0.272425353722869	0.898825774322806	-4.60334196132068
"IGKV4-62"	1.46682721693397	11.8575346582448	1.10646086763843	0.281024205590405	0.898825774322806	-4.60423416252123
"IGKV1-132"	0.806095102956192	8.78772113284499	1.03832907215364	0.310909036090795	0.898825774322806	-4.61932596177471
"IGKV9-129"	0.567523314993846	8.87235718403551	1.02494474178379	0.317035490935596	0.898825774322806	-4.62343315256488
"IGKV12-98"	-0.605887432378697	4.43265968906391	-1.00368742379057	0.326939259521759	0.898825774322806	-4.62611044393947
"IGKV6-23"	-0.587653283157644	7.42589763509346	-0.997948207754224	0.32964973920778	0.898825774322806	-4.63520968160674
"IGKV6-20"	-0.735774989596522	2.00170288071509	-0.930009884420261	0.362919657275705	0.898825774322806	-4.63917344524954
"IGKV17-127"	0.487610878707448	11.8416257896765	1.01977980434815	0.319422222797635	0.898825774322806	-4.6394165243333
"IGKV10-95"	0.682479384815423	-1.31908352143487	0.924203849512886	0.365864278269656	0.898825774322806	-4.64080906076098
"IGHV8S9"	0.684282817267645	-1.47757977150698	0.912421068806738	0.371889118017961	0.898825774322806	-4.64408119047814
"IGKV4-57"	0.909714909975383	12.0252588466822	1.00929587455872	0.324305572264108	0.898825774322806	-4.64558892100638
"IGKV9-124"	0.616530776186162	11.5102051792079	0.958867228455141	0.348520991667979	0.898825774322806	-4.65877227130089
