"V_GENE"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"
"IGKV2-137"	1.02510668099058	0.220776506466998	0.977554202271131	0.33940731170757	0.582126406420471	-6.18461609104951
"IGKV8-18"	0.410769384227764	10.6867575776035	1.11550453642957	0.277219782800835	0.532781770070356	-6.20982368945639
"IGKV4-63"	0.403410498894202	11.1829864118353	1.13009885740971	0.271159963606787	0.529407547994204	-6.21957297942436
"IGKV4-74"	-0.368739533027233	10.4135307664648	-1.08968754191406	0.288180615378487	0.540926330367647	-6.22652999606249
"IGKV12-41"	0.715062406489452	6.72903781935779	1.08488630186912	0.290253152880201	0.540926330367647	-6.23531159394634
"IGKV4-51"	-0.406625492957582	9.11757955170949	-1.03858210895306	0.310794024778499	0.55831817880869	-6.23827673222215
"IGKV6-29"	-0.481242871024816	-1.55682789654304	-0.921680024099584	0.367149249256206	0.602124768780177	-6.24370435486854
"IGKV12-38"	-0.590791517401274	1.05238424187931	-0.884853963266622	0.386241110168095	0.618500346453795	-6.27391580082288
"IGKV10-95"	-0.460810333827148	-1.31908352143487	-0.883052861215551	0.387191273796278	0.618500346453795	-6.27644790585832
"IGKV6-25"	0.344168898968782	4.96789907386882	0.971385553366713	0.342397492949734	0.582126406420471	-6.29248100664935
"IGKV4-79"	-0.4449535593681	10.1662503487198	-0.963147149152464	0.346419064581497	0.582126406420471	-6.33790798993651
"IGKV4-61"	0.509482857878046	9.85169903551839	0.955415725347265	0.350222390854592	0.582126406420471	-6.33991893853644
"IGKV17-127"	0.351630905085257	11.8416257896765	1.03899957327804	0.310604343023473	0.55831817880869	-6.35664620915987
"IGKV3-7"	-0.36542506022512	3.28793803834456	-0.731607586154571	0.472482799240395	0.707635923582377	-6.39758804919785
"IGKV3-3"	0.392771068125391	9.75375535472598	0.867357180914902	0.395536076555706	0.623729966876306	-6.40351155859082
"IGKV9-123"	-0.500399051694694	-0.889647789655754	-0.718138026630891	0.480575178986117	0.707635923582377	-6.40433311932783
"IGKV8-16"	0.626265471594486	0.458490690195828	0.688499349638755	0.498664087546596	0.707635923582377	-6.42334985355606
"IGKV11-125"	-0.350240063116261	3.92459297798924	-0.76882713196514	0.450544848364212	0.692712704359976	-6.42433959370365
"IGHV1S65"	-0.312428042956014	-1.83142055135952	-0.695355824416895	0.494445230105834	0.707635923582377	-6.4291910435121
"IGKV4-57"	-0.616238858026604	12.0252588466822	-0.972762210791673	0.341728612500362	0.582126406420471	-6.44316418403135
"IGHV3-3"	-0.310100936723717	-1.83142055135952	-0.665733059459328	0.512818569472528	0.707635923582377	-6.44952485603844
"IGHV1S37"	-0.312745223880312	2.07840486450917	-0.655855168342612	0.519029170481371	0.707635923582377	-6.45091268729052
"IGKV6-b"	-0.329063350333434	0.255866733694146	-0.629293259787138	0.535934259345112	0.707635923582377	-6.46090119970393
"IGKV1-88"	0.71473749910793	1.34401282231557	0.630710212457869	0.535024992737177	0.707635923582377	-6.46271092676034
"IGKV6-d"	-0.31468337709552	-1.3372120254041	-0.629848676001055	0.535577746150442	0.707635923582377	-6.46925550298664
"IGKV6-14"	0.452479903674361	6.67602903044476	0.842648139884517	0.408907210726844	0.63665299897977	-6.47060944944291
"IGKV1-35"	-0.410788129430011	2.95669423548967	-0.591654204132644	0.560389423853579	0.710596898288559	-6.48571724026159
"IGHV12-2-1"	-0.31407300183507	-1.53255655518453	-0.603246981570666	0.552795773994924	0.708269585430997	-6.48586160431497
"IGLV2"	0.274527793016205	16.8386056861869	1.2118639797412	0.239005597057314	0.500604406911598	-6.51856533937669
"IGKV4-92"	-0.443613650283184	7.35983459261094	-0.745290959552398	0.464344959856954	0.705116420523523	-6.52677830229865
"IGKV15-103"	0.335917467170844	0.989737069517433	0.514870345656042	0.61201315418726	0.760379979444778	-6.52884724979872
"IGKV3-12"	0.230725082396438	4.7210159499083	0.632021226718354	0.53418445112616	0.707635923582377	-6.53556606403612
"IGKV1-132"	0.364194371794328	8.78772113284499	0.658834310542673	0.517151692714158	0.707635923582377	-6.56361447692625
"IGKV6-13"	0.480628046429835	8.50594210730295	0.626626445493836	0.537647830410057	0.707635923582377	-6.59036641983345
"IGHV1S96"	-0.141573236641892	0.293587258660907	-0.287241707719913	0.776738600533149	0.918642767938244	-6.62084325687864
"IGKV2-112"	-0.160857907738953	-1.6360760215791	-0.310431368480345	0.759288687818567	0.906723384482367	-6.62506978429093
"IGHV1-9"	-0.214263088454366	-0.0138950116139064	-0.243295224994681	0.810134232308806	0.921017591251757	-6.63288078394449
"IGKV12-89"	-0.0916855596904174	1.1903486770983	-0.112690402406066	0.911344819173433	0.941978258473381	-6.6587084409164
"IGKV4-80"	-0.311869703194343	11.3839116923405	-0.605744773681771	0.551166751575733	0.708269585430997	-6.68421723867273
"IGKV4-86"	-0.258796345093183	11.1300945018828	-0.460711838569688	0.649734265430951	0.791260541069376	-6.70188792143427
"IGLV1"	-0.314528962496098	18.8522882370316	-1.17702292285782	0.252337180719667	0.500604406911598	-6.71071274832728
"IGKV12-98"	0.109836219255164	4.43265968906391	0.257280884654129	0.799462622931789	0.919008435706636	-6.71221706424391
"IGKV1-99"	-0.186916161555434	11.5796519907632	-0.557155768197143	0.583303083661739	0.732104890718305	-6.74167655933748
"IGKV3-9"	-0.167096244422893	9.25580538203661	-0.26205965368196	0.795825306864807	0.919008435706636	-6.74631117552465
"IGKV4-69"	-0.137586925223585	7.30343111731287	-0.355171080749765	0.725998885705188	0.875469244526845	-6.75653217382728
"IGKV4-78"	0.0677724278978715	8.12327088078807	0.205931363945565	0.838825081388298	0.922096813410293	-6.76477089103132
"IGKV9-129"	0.0673736592174894	8.87235718403551	0.170997356012096	0.865860466615049	0.933909957347256	-6.76689088436828
"IGKV10-96"	-0.0832984204192933	10.4652143741689	-0.215028478093467	0.83181675440837	0.922096813410293	-6.77069668411393
"IGKV4-81"	-0.0496998643787645	8.72940594611593	-0.119925226926606	0.905680731898355	0.941978258473381	-6.77531349828777
"IGKV4-73"	-0.0552011369843743	8.76373887335751	-0.126167180116397	0.900798076653425	0.941978258473381	-6.77941410722825
"IGKV6-32"	0.0372072072059124	5.14779551475064	0.0647647020865135	0.948973062080367	0.96465856723872	-6.78261989145369
"IGKV4-58"	0.128533440231472	10.9399752072881	0.235385887015984	0.816186320702777	0.921017591251757	-6.79517841170153
